id,product_id,name,image_url,brand_name,brand_id,sell_price,list_price,discount,discount_value,color_css,url,ingredients,batch_id,created_at,updated_at,category
295,1113652174,Kiss Me Heroine Make Prime Long & Curl Mascara Super Waterproof + Speedy Mascara Remover Set,https://d1flfk77wl2xk4.cloudfront.net/Assets/24/846/M_p0174784624.jpg,ISEHAN,312645,18.46,18.46,,0.0,{},https://www.yesstyle.com/en/isehan-kiss-me-heroine-make-prime-long-curl-mascara-super-waterproof/info.html/pid.1113652174,"Kiss Me Heroine Make Prime Long & Curl Mascara Super Waterproof : Isododecane, trimethylsiloxysilicic acid, talc, microcrystalin wax, ceresin, disteardimonium hectrite, (palmitic acid / ethylhexanoic acid) dextrin, hydrogenated polyisobutene, propylene carbonate, almond oil, camellia seed oil, argania spinosa kernel Oil, canina rose fruit oil, otane carrot root extract, royal jelly extract, nylon-66, sucrose tristearate, al distearate, glyceryl isostearate, tri (trimethylsiloxy) purulan silylpropylcarbamate, polymethylsilsesquioxane, lauric acid Zinc, silica, squalane, (Acrylate / ethylhexyl acrylate) copolymer, (Hydroxyethyl acrylate / methoxyethyl acrylate) copolymer, dimethicon, Acrylate copolymer ammonium, alkyl acrylate copolymer ammonium, Na dehydroacetate, tocopherol, dipalmitic acid Ascorbyl, iron oxide, titanium oxide

Kiss Me Heroine Make Speedy Mascara Remover: Isohexadecane, Triethylhexanoin, Isododecane, Mineral Oil, PEG-15/Lauryl Dimethicone Crosspolymer, Butylene Glycol, C30-45 Alkyl Methicone, C30-45 Olefin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Camellia Japonica Seed Oil, Argania Spinosa Kernel Oil, Rosa Canina Fruit Oil, Panax Ginseng Root Extract, Royal Jelly Extract, Tocopherol, Propylparaben, Squalane, ISEHAN, ISEHAN, Kiss Me Heroine, Heavy Rotation, Ferme, Sunkiller, YesStyle, ISEHAN, , ISEHAN is a cruelty-free brand., (, ), YesStyle sources ISEHAN products from authorized distributors or wholesalers.",,2024-11-06 03:18:09.662953,2024-11-07 14:22:14.439482,beauty-eyes
1745,1113652174,Kiss Me Heroine Make Prime Long & Curl Mascara Super Waterproof + Speedy Mascara Remover Set,https://d1flfk77wl2xk4.cloudfront.net/Assets/24/846/M_p0174784624.jpg,ISEHAN,312645,18.46,18.46,,0.0,{},https://www.yesstyle.com/en/isehan-kiss-me-heroine-make-prime-long-curl-mascara-super-waterproof/info.html/pid.1113652174,"Kiss Me Heroine Make Prime Long & Curl Mascara Super Waterproof : Isododecane, trimethylsiloxysilicic acid, talc, microcrystalin wax, ceresin, disteardimonium hectrite, (palmitic acid / ethylhexanoic acid) dextrin, hydrogenated polyisobutene, propylene carbonate, almond oil, camellia seed oil, argania spinosa kernel Oil, canina rose fruit oil, otane carrot root extract, royal jelly extract, nylon-66, sucrose tristearate, al distearate, glyceryl isostearate, tri (trimethylsiloxy) purulan silylpropylcarbamate, polymethylsilsesquioxane, lauric acid Zinc, silica, squalane, (Acrylate / ethylhexyl acrylate) copolymer, (Hydroxyethyl acrylate / methoxyethyl acrylate) copolymer, dimethicon, Acrylate copolymer ammonium, alkyl acrylate copolymer ammonium, Na dehydroacetate, tocopherol, dipalmitic acid Ascorbyl, iron oxide, titanium oxide

Kiss Me Heroine Make Speedy Mascara Remover: Isohexadecane, Triethylhexanoin, Isododecane, Mineral Oil, PEG-15/Lauryl Dimethicone Crosspolymer, Butylene Glycol, C30-45 Alkyl Methicone, C30-45 Olefin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Camellia Japonica Seed Oil, Argania Spinosa Kernel Oil, Rosa Canina Fruit Oil, Panax Ginseng Root Extract, Royal Jelly Extract, Tocopherol, Propylparaben, Squalane, ISEHAN, ISEHAN, Kiss Me Heroine, Heavy Rotation, Ferme, Sunkiller, YesStyle, ISEHAN, , ISEHAN is a cruelty-free brand., (, ), YesStyle sources ISEHAN products from authorized distributors or wholesalers.",,2024-11-06 03:43:20.555655,2024-11-07 14:22:14.439482,beauty-face-cleansers
286,1046387721,My Strong Eyebrow Pencil - 6 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/43/118/M_p0047111843.jpg,MACQUEEN,315590,2.84,4.37,35% OFF,0.3501144,"{yellow,brown,gray,beige}",https://www.yesstyle.com/en/macqueen-my-strong-eyebrow-pencil-6-colors-145-dark-brown/info.html/pid.1046387721,"Rhus Succedanea Fruit Wax, Hydrogenated Coco-Glycerides, Mica, Iron Oxides(CI 77499), Hydrogenated Castor Oil, Iron Oxides(CI 77492), Palmitic Acid, Magnesium Stearate, Stearic Acid, Titanium Dioxide(CI 77891), Iron Oxides(CI 77491), Microcrystalline Wax, Hydrogenated Vegetable Oil, Lanolin, Phenoxyethanol, Simmondsia Chinensis (Jojoba) Seed Oil, MACQUEEN, MACQUEEN, MACQUEEN, YesStyle, MACQUEEN, , YesStyle is an authorized retailer of MACQUEEN.",,2024-11-06 03:18:00.090694,2024-11-07 14:22:52.390921,beauty-eyes
3913,1124479259,4 Shades Eyeshadow - SWEET TEA,https://d1flfk77wl2xk4.cloudfront.net/Assets/61/706/M_p0199170661.jpg,Judydoll,330281,10.59,10.59,,0.0,{brown},https://www.yesstyle.com/en/judydoll-4-shades-eyeshadow-sweet-tea-31-sweet-tea-5-3g/info.html/pid.1124479259,,,2024-11-18 10:17:13.963837,2024-11-18 10:17:13.963837,beauty-eyes
3914,1128124627,Airy Curl Lash,https://d1flfk77wl2xk4.cloudfront.net/Assets/15/412/M_p0206941215.jpg,D-up,311898,17.58,17.58,,0.0,{beige},https://www.yesstyle.com/en/d-up-airy-curl-lash-2-pairs-01-natural/info.html/pid.1128124627,,,2024-11-18 10:17:14.417939,2024-11-18 10:17:14.417939,beauty-eyes
287,1122865477,Shade Re-Forming Brush Liner - 6 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/43/263/M_p0195826343.jpg,colorgram,330115,6.24,6.57,5% OFF,0.05022831,"{pink,brown,gray}",https://www.yesstyle.com/en/colorgram-shade-re-forming-brush-liner-6-colors-05-30-gray/info.html/pid.1122865477,"Water, Butylene Glycol, Acrylates Copolymer, Acrylates/Octylacrylamide Copolymer, Diglycerin, Vincetoxicum Atratum Extract, Althaea Rosea Flower Extract, Laureth-25, Diethylhexyl Sodium Sulfosuccinate, Aminomethyl Propanol, Glycerin, Ethylhexylglycerin, Diphenyl Dimethicone, Triethylhexanoin, 1, 2-Hexanediol, Hydrogenated Lecithin, Alcohol Denat., Disodium EDTA, Phenoxyethanol, Tartrazine (CI 19140), Fast Acid Magenta (CI 17200), Brilliant Blue FCF (CI 42090), colorgram, colorgram, colorgram, colorgram, YesStyle, colorgram, , YesStyle is an authorized retailer of colorgram.",,2024-11-06 03:18:00.546931,2024-11-07 14:23:27.756358,beauty-eyes
294,1098972433,Super Twim Pen Eyeliner - 5 Types,https://d1flfk77wl2xk4.cloudfront.net/Assets/08/895/M_p0143489508.jpg,Merry monde,323029,4.46,7.44,40% OFF,0.40053764,"{brown,gray,white,black}",https://www.yesstyle.com/en/merry-monde-super-twim-pen-eyeliner-5-types-05-mocha-brown/info.html/pid.1098972433,"[#01 Vivid Black] Purified Water, Acrylates Copolymer, Carbon Black (CI 77266), Butylene Glycol, Styrene/Acrylates Copolymer, Acrylates/Ethylhexyl Acrylate Copolymer, Ethanol, Polysorbate 20, Phenoxyethanol, Ceteth-10, Ammonium Hydroxide, Benzyl Alcohol, Acrylates/Octylacrylamide Copolymer, Simethicone, Caprylic/Capric Triglyceride, Aminomethyl Propanol, Triethanolamine, Laureth-21 [#02 Choco Brownie] Purified Water, Acrylates Copolymer, Iron Oxide Red (CI 77491), Butylene Glycol, Carbon Black (CI 77266), Ethanol, Phenoxyethanol, Polysorbate 20, Ammonium Acrylates Copolymer, Caprylic/Capric Triglyceride, Sodium Polyaspartate, Beheneth-30, Pentylene Glycol, Bentonite, Trehalose, Ceteth-20, Sodium Dehydroacetate, Aminomethyl Propanol [#03 Earl Grey Latte] Purified Water, Acrylates Copolymer, Acrylates/Ethylhexyl Acrylate Copolymer, Titanium Dioxide, Butylene Glycol, Styrene/Acrylates Copolymer, Iron Oxide Red (CI 77491), Phenoxyethanol, Benzyl Alcohol, Ethanol, Ethylhexylglycerin, Carbon Black (CI 77266), Simethicone, Sodium Polyacrylate, Steareth-20, Bentonite, Silica, Laureth-20, 1,2-Hexanediol [#04 Candy Twim] Purified Water, Titanium Dioxide, Butyl Acrylate/Styrene Copolymer, Butylene Glycol, Methyl Methacrylate Crosspolymer, 1,2-Hexanediol, Allura Red AC (CI 16035), Aluminum Hydroxide Oxide, Sodium Polyaspartate, Polysorbate 20, Propylene Glycol, Ceteth-20, PEG-60 Hydrogenated Castor Oil, Di-C12-15 Pareth-6 Phosphate, Phenoxyethanol, Caprylic/Capric Triglyceride, Xanthan Gum, Aminomethyl Propanol, Ethylhexylglycerin, Dimethicon, Disodium EDTA [#05 Mocha Brown] Purified Water, Styrene/Acrylates Copolymer, Iron Oxide Red (CI 77491), Butylene Glycol, Titanium Dioxide, Acrylates Copolymer, 1,2-Hexanediol, PPG-17/IPDI/DMPA Copolymer, Carbon Black (CI 77266), Sodium Polyacrylate, Steareth-20, Polysorbate 20, Caprylic/Capric Triglyceride, Benzyl Alcohol,Phenoxyethanol, Bentonite, Simethicone, Hexylene Glycol, Merry monde, YesStyle, Merry monde, , YesStyle is an authorized retailer of Merry monde.",,2024-11-06 03:18:09.206373,2024-11-07 14:25:15.921133,beauty-eyes
296,1073957521,Quick Lash Curler Mascara,https://d1flfk77wl2xk4.cloudfront.net/Assets/50/918/M_p0106691850.jpg,Canmake,311583,8.92,8.92,,0.0,"{red,orange,brown,black}",https://www.yesstyle.com/en/canmake-quick-lash-curler-mascara-tg/info.html/pid.1073957521,"Water, Dextrin palmitate, Iron oxide, Oxidation Titanium, Di (phytosteryl / octyldodecyl), (palmitic acid/ethylhexanoic acid) dextrin, pantenylethyl, polyethylene, di (phytosteryl / octyldodecyl) lauroyl glutamate, Titanium Oxide, synthetic wax, polyglyceryl triisostearate-2, Isostearic acid, Lysine dilauroyl glutamate, hydrogenated (dehydroabietic acid/tetrahydroabietic acid) glyceryl, squalane, panthenylethyl, Squalane, Isododecan, isostearoyl hydrolyzed silk, dimethicone, water, microcrystalline wax, phenoxyethanol, Panthenylethyl, disteardimonium hectorite, Mica, di lauroyl glutamate (phytosteryl / octyldodecyl), polyglyceryl-2 triisostearate, Al hydroxide, silica, isostearic acid, microcrystalin wax, Isododecane, tocopherol, trimethylsiloxysilicic acid, iron oxide, (palmitate / ethylhexanoic acid) dextrin, lysine dilauroyl glutamate Na, Isoddecane, di(phytosteryl/octyldodecyl) lauroylglutamate, disteardimonium hectrite, hydrolyzed (dehydroavietic acid / tetrahydroavietic acid) glyceryl, Phenoxyethanol, trimethylsiloxysilicate, lysine Na dilauroylglutamate, (palmitic acid / ethylhexanoic acid) dextrin, dextrin palmitate, Isostearoyl hydrolyzed silk, Red 226, oxidized Titanium, Gunjo, hydrogen dimethicone, Tocopherol, Canmake, Canmake, ",,2024-11-06 03:18:10.158154,2024-11-07 14:25:53.298834,beauty-eyes
313,1129178317,Water Ripple Series Eyeshadow Palette - 3 Types,https://d1flfk77wl2xk4.cloudfront.net/Assets/14/248/M_p0209024814.jpeg,COLORROSE,330818,10.96,14.61,24% OFF,0.24982889,{},https://www.yesstyle.com/en/colorrose-water-ripple-series-eyeshadow-palette-3-types-cr793-9-5g/info.html/pid.1129178317,"Talc, Mica, Silica, Bismuth Oxychloride, Polydimethylsiloxane, Magnesium Stearate, Triethoxycaprylylsilane, Phenoxyethanol, CI 77492, CI 77742, CI 77491, CI 75470, CI 77891, CI 77499, Alumina, Aluminum Hydroxide, CI 42090, Calcium Aluminium Borosilicate, Synthetic Fluorphlogopite, Tin Oxide, CI 77510, CI 19140, COLORROSE, COLORROSE, CHEERFLOR Cosmetics Co., Ltd, CHEERFLOR, , YesStyle is an authorized retailer of COLORROSE.",,2024-11-06 03:18:18.121985,2024-11-07 14:27:37.834216,beauty-eyes
316,1127951287,Fluff & Hold Laminating Brow Wax,https://d1flfk77wl2xk4.cloudfront.net/Assets/24/235/M_p0206623524.jpg,Pudaier,330678,3.01,3.76,19% OFF,0.19946809,{},https://www.yesstyle.com/en/pudaier-fluff-hold-laminating-brow-wax-eyebrow-shaping-gel-8g/info.html/pid.1127951287,"water, propylene glycol, ferric oxide,VP/DMAPA acrylic acid ester copolymer, ethyl cellulose, PEG-40 hydrogenated castor oil, lauryl alcohol polyether -20, lauryl alcohol polyether -21, betaine, methyl benzoate, CI77499, CI77492, CI77491, CI77007, CI77742, cloud mother, Pudaier, Pudaier, , YesStyle is an authorized retailer of Pudaier., Pudaier is a cruelty-free brand., (, )",,2024-11-06 03:18:19.489735,2024-11-07 14:28:17.127094,beauty-eyes
318,1127090458,Shattered Glass Glitter - 5 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/43/861/M_p0204686143.jpg,glow,330621,14.17,14.17,,0.0,{},https://www.yesstyle.com/en/glow-shattered-glass-glitter-5-colors-1979/info.html/pid.1127090458,"Water, Polyethylene Terephthalate, Polybutylene Terephthalate, Glycerin, Acrylates Copolymer, Ethylene/Va Copolymer, Calcium Titanium Borosilicate, 1,2-Hexanediol, Sodium Hyaluronate, Cynanchum Atratum Extract, Althaea Rosea Flower Extract, Calcium Aluminum Borosilicate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Propanediol, Aminomethyl Propanol, Ethylhexylglycerin, Silica, Polysorbate 60, Synthetic Fluorphlogopite, Butylene Glycol, Biotin, Pentylene Glycol, Tromethamine, Sorbitan Isostearate, Acetyl Glucosamine, Citric Acid, Hydroxyacetophenone, Sodium Hyaluronate Crosspolymer, Tocopherol, Caprylyl Glycol, Carbomer, Disodium Edta, Tin Oxide (Ci 77861), Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), , YesStyle is an authorized retailer of glow.",,2024-11-06 03:18:20.395586,2024-11-07 14:28:49.898004,beauty-eyes
310,1102244301,Inspire Longlash Curling Mascara - 2 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/07/540/M_p0150854007.jpg,mude,326954,13.12,13.12,,0.0,"{brown,black}",https://www.yesstyle.com/en/mude-inspire-longlash-curling-mascara-2-colors-brown/info.html/pid.1102244301,"Isododecane, Trimethylsiloxysilicate, Ceresin, Beeswax, Microcrystalline Wax, Polypropylsilsesquioxane, Talc, Disteardimonium Hectorite, Dextrin Palmitate/Ethylhexanoate, Iron Oxides(CI 77499), Iron Oxides(CI 77491), Hydrogenated Polyisobutene, Propylene Carbonate, Nylon-6, Iron Oxides(CI 77492), Ultramarines (CI 77007), Rayon, Triethoxycaprylylsilane, Dehydroacetic Acid, Silica,  Black 2 (CI 77266), BHT, Biotin, Water,  Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Hydrolyzed Corn Protein, Phenoxyethanol, mude, mude, YesStyle, mude, , YesStyle is an authorized retailer of mude.",,2024-11-06 03:18:16.698151,2024-11-07 14:30:07.623474,beauty-eyes
128,1129178335,Vintage Queen Embossed Gradient Blusher - 6 Types,https://d1flfk77wl2xk4.cloudfront.net/Assets/92/252/M_p0209025292.jpg,COLORROSE,330818,4.72,6.30,25% OFF,0.25079367,{},https://www.yesstyle.com/en/colorrose-vintage-queen-embossed-gradient-blusher-6-types-cr1071-6g/info.html/pid.1129178335,"Talc, Mica, Silica, Polydimethylsiloxane, Bismuth Oxychloride, Magnesium Stearate, Triethoxycaprylylsilane, CI 77742, CI 77492, Phenoxyethanol, Barium Sulfate, CI 15850, Aluminum Hydroxide, CI 77499, CI 45410, Colophonium, COLORROSE, COLORROSE, CHEERFLOR Cosmetics Co., Ltd, CHEERFLOR, , YesStyle is an authorized retailer of COLORROSE.",,2024-11-06 03:16:24.244179,2024-11-09 18:29:19.171125,beauty-cheeks
314,1038750525,Skinny Microcara Zero - 2 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/68/320/M_p0037232068.jpg,innisfree,312080,6.85,9.88,30% OFF,0.30668017,"{brown,black}",https://www.yesstyle.com/en/innisfree-skinny-microcara-zero-2-colors/info.html/pid.1038750525,"Isododecane, Trimethylsiloxysilicate, Water, Cyclopentasiloxane, VP/Eicosene Copolymer, Silica, Hydrogenated Polyisobutene, 1,2-Hexanediol, Triethoxycaprylylsilane, Ethylhexylglycerin, Butylene Glycol, Phenoxyethanol, Glycine Max (Soybean) Seed Extract, Allantoin, Ethylene/Propylene Copolymer, Disteardimonium Hectorite, Beeswax, Pentylene Glycol, Magnesium Sulfate, Camellia Sinensis (Green Tea) Leaf Water, Polypropylsilsesquioxane, Camellia Sinensis Leaf Water, Cetyl PEG/PPG-10/1 Dimethicone, Glycine Soja (Soybean) Seed Extract, Polyglyceryl-4 Isostearate, Iron Oxides (CI 77491), Stearoyl Inulin, Trihydroxystearin, C30-45 Olefin, Polyurethane-11, C30-45 Alkyl Methicone, Iron Oxides (CI 77499), Propylene Carbonate, Nylon-66, Dextrin Palmitate, Silica Dimethyl Silylate, Titanium Dioxide, Copernicia Cerifera (Carnauba) Wax, Synthetic Wax, Microcrystalline Wax, Tocopherol, Black Oxide of Iron, Iron Oxides (CI 77492), ",,2024-11-06 03:18:18.565918,2024-11-07 14:31:16.525794,beauty-eyes
317,1128344270,Matte & Pearl Double Effect Charm Eyeshadow - 10 Shades,https://d1flfk77wl2xk4.cloudfront.net/Assets/62/115/M_p0207411562.jpg,BEAUTY GLAZED,330677,2.87,3.59,20% OFF,0.2005571,"{red,blue,green,yellow,orange,purple,pink,brown}",https://www.yesstyle.com/en/beauty-glazed-matte-pearl-double-effect-charm-eyeshadow-10-shades/info.html/pid.1128344270,"MICA, ZEA MAYS(CORN) STARCH, SILICA, MINERAL OIL, POLYETHYLENE, BORON NITRIDE, MAGNESIUM STEARATE, PENTAERYTHRITYL TETRAISOSTEARATE, ETHYLHEXYLFAIMITATE, PHENOXYETHANOL, TRIETHOXYCAPRYLYLSILANE, TALC, ETHYLHEXYLGLYCERIN ETHYLHEXYL PALMITATE; MAY CONTAIN(+/-): FD&C YELLOW NO.5, FD&C BLUE NO.1, IRON OXIDES, TITANIUM DIOXIDE, CHROMIUM HYDROXIDE GREEN, BEAUTY GLAZED, BEAUTY GLAZED, BEAUTY GLAZED, , YesStyle is an authorized retailer of BEAUTY GLAZED., BEAUTY GLAZED is a cruelty-free brand., (, )",,2024-11-06 03:18:19.934754,2024-11-07 14:31:53.564670,beauty-eyes
334,1126165288,Duo Eyebrow Pencil - 3 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/29/515/M_p0202751529.jpg,Judydoll,330281,5.32,6.65,20% OFF,0.2,"{brown,gray,black}",https://www.yesstyle.com/en/judydoll-duo-eyebrow-pencil-3-colors-03-coffee-brown-1-2g/info.html/pid.1126165288,"Eyebrow Pencil (Upper): Mica, Oxidized Canola Oil, Rapeseed Oil, CI 77891, Soybean Oil, Hydrogenated Wild Soybean Oil, C10-18 Triglycerides, CI 77499, Triglycerides of Glycerol and Hydroxystearic Acid, Hydrogenated Palm Oil, Boron Nitride, Synthetic Japan Wax, CI 77492, C18-38 Alkyl Hydroxystearoyl Stearate, Cetyl Stearyl, Polydimethylsiloxane, CI 16035, Zinc Stearate, CI 42090, Magnesium Myristate, Trimethylsiloxysilicate.

Eyebrow Pencil (Lower): CI 77891, Mica, Hydrogenated Canola Oil, Hydrogenated Rapeseed Oil, C10-18 Triglycerides, Triglycerides of Glycerol and Hydroxystearic Acid, Hydrogenated Palm Oil, Boron Nitride, CI 77499, CI 77266, Synthetic Japan Wax, C18-38 Alkyl Hydroxystearoyl Stearate, Cetyl Stearyl, Polydimethylsiloxane, CI 77491, Zinc Stearate, CI 16035, Magnesium Myristate, Trimethylsiloxysilicate.

Eyebrow Gel End: Water, Polyvinylpyrrolidone, Butylene Glycol, Acrylate Esters Copolymer, Phenoxyethanol, Octanediol, Aminomethyl Propanol., Judydoll, ",,2024-11-06 03:18:32.800642,2024-11-07 14:32:26.621414,beauty-eyes
336,1123475718,Twinkle Pen Liner - 5 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/75/788/M_p0197278875.jpg,romand,322521,7.03,8.10,13% OFF,0.13209876,"{gray,black}",https://www.yesstyle.com/en/romand-twinkle-pen-liner-5-colors-05-sunset-hazel/info.html/pid.1123475718,"Water, Styrene/Acrylates Copolymer, Iron Oxide Red (CI 77491), Butylene Glycol, Propylene Glycol, Calcium Aluminum Borosilicate, Silver (177820), Carmine (C1 75470), PEG-40 Hydrogenated Castor Oil, Pentylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Sodium Polyacrylate, Steareth-20, Beheneth-30, Carbon Black (177266), Citric Acid, Maltodextrin, Caprylyl Glycol, Ammonium Acrylates Copolymer, Tin Oxide (CI 77861), Ethylhexylglycerin, rom&nd, romand, romand, romand, YesStyle, romand, , YesStyle sources romand products from authorized distributors or wholesalers.",,2024-11-06 03:18:33.689649,2024-11-07 14:33:03.553396,beauty-eyes
340,1119520188,Oil-Proof Curl Day & Night Mascara - 2 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/06/529/M_p0188252906.jpg,PINKFLASH,329636,2.33,3.32,29% OFF,0.29819277,"{pink,black}",https://www.yesstyle.com/en/pinkflash-oil-proof-curl-day-night-mascara-2-colors/info.html/pid.1119520188,"Aqua, Acrylates Copolymer, Glycerin, Propylene Glycol, Copernicia Cerifera Wax, Synthetic Candelilla Wax, Glyceryl Stearate, Synthetic Japan Wax, Stearic Aci, Cera Microcristallina, Beeswax, Silica, Polysorbate 80, Polyvinyl Alcohol, Alumina Magnesium Metasilicate, Xanthan Gum, Triethanolamine, Methyl Paraben, Propyl Paraben, Phenoxyethanol, Parfum, Ci77266., PINKFLASH, PINKFLASH, , YesStyle sources PINKFLASH products from authorized distributors or wholesalers.",,2024-11-06 03:18:35.539156,2024-11-07 14:34:14.307675,beauty-eyes
